timestamp,track_id,raw_score,smoothed_val,voting_ready,bbox_x1,bbox_y1,bbox_x2,bbox_y2
1786539107.6776614,33,0.8989,0.8401,True,27,0,316,476
1786539107.9046946,30,0.6638,0.677,True,455,107,639,474
1786539107.9046946,33,0.8769,0.8511,True,43,1,320,476
1786539108.1301339,30,0.6875,0.6801,True,452,114,640,473
1786539108.1301339,33,0.8606,0.854,True,44,1,344,476
1786539108.3535173,30,0.6862,0.682,True,444,121,640,472
1786539108.3535173,33,0.8595,0.8556,True,50,1,333,477
1786539108.578904,30,0.6919,0.6849,True,431,117,640,474
1786539108.578904,33,0.8719,0.8605,True,44,1,337,476
1786539108.8187854,30,0.6744,0.6818,True,406,110,640,473
1786539108.8187854,33,0.8507,0.8576,True,38,0,353,477
1786539109.046591,30,0.683,0.6822,True,366,105,639,473
1786539109.046591,33,0.8329,0.8502,True,40,0,351,477
1786539109.2812967,30,0.6734,0.6795,True,335,101,634,472
1786539109.2812967,33,0.8582,0.8526,True,28,2,339,477
1786539109.5043619,30,0.6818,0.6802,True,331,98,626,472
1786539109.5043619,33,0.85,0.8518,True,20,0,385,476
1786539109.7272296,30,0.6888,0.6828,True,328,97,638,473
1786539109.7272296,33,0.8507,0.8515,True,25,0,381,477
1786539109.953235,30,0.6889,0.6846,True,334,95,635,474
1786539109.953235,33,0.8688,0.8567,True,35,0,383,474
1786539110.1933978,30,0.7098,0.6922,True,353,95,640,474
1786539110.1933978,33,0.8848,0.8651,True,70,0,383,475
1786539110.4175305,30,0.683,0.6894,True,359,97,635,474
1786539110.4175305,33,0.8399,0.8575,True,110,0,392,474
1786539110.6416628,30,0.6882,0.689,True,370,103,632,475
1786539110.6416628,33,0.8581,0.8577,True,120,0,417,474
1786539110.8664374,30,0.6976,0.6916,True,371,104,638,471
1786539110.8664374,33,0.8325,0.8502,True,96,2,446,472
1786539111.1171236,30,0.7231,0.701,True,366,107,638,474
1786539111.1171236,33,0.8418,0.8476,True,50,1,364,475
1786539111.3602824,30,0.7205,0.7069,True,370,108,640,473
1786539111.3602824,33,0.855,0.8498,True,22,1,350,474
1786539111.585462,30,0.7361,0.7156,True,363,104,639,474
1786539111.585462,33,0.8766,0.8579,True,14,0,332,474
1786539111.8088164,30,0.7388,0.7226,True,355,92,639,474
1786539111.8088164,33,0.893,0.8684,True,31,1,357,475
1786539112.0341306,30,0.7066,0.7178,True,344,91,639,474
1786539112.0341306,33,0.8949,0.8764,True,66,2,348,474
1786539112.2740912,30,0.6905,0.7096,True,334,85,640,474
1786539112.2740912,33,0.8685,0.874,True,96,3,356,475
1786539112.4960597,30,0.6999,0.7067,True,311,84,640,472
1786539112.4960597,33,0.8545,0.8681,True,101,6,461,472
1786539112.7111745,30,0.699,0.7044,True,334,83,639,475
1786539112.7111745,33,0.8639,0.8669,True,56,0,376,474
1786539112.9415324,30,0.6963,0.702,True,349,90,640,475
1786539112.9415324,33,0.8549,0.8633,True,24,0,339,475
1786539113.1852698,30,0.726,0.7092,True,391,96,637,476
1786539113.1852698,33,0.9014,0.8747,True,0,1,260,475
1786539113.42543,30,0.7364,0.7173,True,433,100,640,468
1786539113.42543,33,0.8929,0.8802,True,0,3,241,473
1786539113.6647515,30,0.682,0.7067,True,478,106,640,469
1786539113.6647515,33,0.9353,0.8967,True,12,2,282,473
1786539113.9058454,30,0.668,0.6951,True,490,122,639,470
1786539113.9058454,33,0.9316,0.9072,True,35,2,341,473
1786539114.1458685,33,0.9419,0.9176,True,64,1,377,473
1786539114.3524306,33,0.9387,0.9239,True,79,0,384,471
1786539114.5401647,33,0.9333,0.9267,True,80,0,381,472
1786539114.7376833,33,0.9356,0.9294,True,77,1,375,473
1786539114.9147828,33,0.9415,0.933,True,68,2,375,473
1786539114.9147828,30,0.6936,0.6936,True,424,132,639,474
1786539115.137529,33,0.9352,0.9337,True,57,2,382,473
1786539115.3163183,33,0.9308,0.9328,True,56,2,382,473
1786539115.3163183,30,0.7806,0.7806,True,439,141,640,474
1786539115.5374646,33,0.934,0.9332,True,40,2,395,474
1786539115.7713366,33,0.9409,0.9355,True,13,2,429,474
1786539115.968002,33,0.9353,0.9354,True,29,0,499,474
1786539115.968002,38,0.8767,0.8767,True,0,8,99,469
1786539116.1925695,33,0.8887,0.9214,True,96,0,617,475
1786539116.1925695,38,0.8683,0.8742,True,0,3,119,468
1786539116.4187212,33,0.9395,0.9269,True,127,4,486,475
1786539116.610212,33,0.9441,0.932,True,126,1,411,473
1786539116.8172045,33,0.9173,0.9276,True,101,2,364,474
1786539117.0091798,33,0.9195,0.9252,True,45,2,352,476
1786539117.1981494,33,0.9246,0.925,True,1,2,354,477
1786539117.3940415,33,0.9227,0.9243,True,0,2,307,475
1786539117.6021757,33,0.8769,0.9101,True,0,2,251,474
1786539117.8074176,33,0.9297,0.916,True,0,9,243,473
1786539117.997578,33,0.9029,0.9121,True,0,111,222,474
1786539118.1933415,33,0.8864,0.9044,True,0,126,197,474
1786539118.1933415,30,0.7975,0.7975,True,398,64,639,474
1786539118.4342544,33,0.8884,0.8996,True,0,118,198,474
1786539118.4342544,30,0.8059,0.8,True,410,74,639,474
1786539118.65743,30,0.8187,0.8056,True,431,85,639,475
1786539118.65743,38,0.9067,0.9067,True,0,5,227,474
1786539118.8970032,30,0.8168,0.809,True,444,96,639,476
1786539118.8970032,38,0.85,0.8897,True,0,1,270,473
1786539119.1219783,30,0.8155,0.8109,True,447,105,639,475
1786539119.1219783,38,0.8532,0.8787,True,0,1,297,473
1786539119.3609152,30,0.8184,0.8132,True,449,104,638,475
1786539119.3609152,38,0.854,0.8713,True,2,1,311,474
