frame_idx,track_id,similarity_score,is_target,bbox_x1,bbox_y1,bbox_x2,bbox_y2
15,4,0.5452,False,1446,430,1543,711
15,5,0.7472,True,468,360,629,817
15,7,0.5927,False,811,256,1057,1044
15,8,0.5166,False,643,437,739,755
15,9,0.4616,False,1345,434,1410,647
15,10,0.6004,False,1507,372,1671,837
15,20,0.6308,False,1403,469,1465,645
15,13,0.4151,False,727,492,806,700
16,1,0.9455,True,124,373,287,829
16,2,0.8147,True,286,372,444,822
16,3,0.6168,False,1668,302,1885,924
16,4,0.5417,False,1449,428,1540,697
16,5,0.7543,True,465,358,626,813
16,7,0.5895,False,814,253,1056,1027
16,8,0.5291,False,647,435,745,756
16,9,0.4612,False,1345,434,1410,647
16,10,0.5903,False,1495,371,1659,836
16,20,0.6191,False,1403,469,1465,644
16,13,0.4389,False,734,499,808,699
17,1,0.952,True,123,374,287,828
17,2,0.8214,True,285,374,442,822
17,3,0.6176,False,1663,300,1887,924
17,5,0.7818,True,463,358,625,813
17,7,0.5816,False,817,252,1056,1017
17,8,0.5417,False,647,435,748,758
17,9,0.4627,False,1345,434,1411,647
17,10,0.596,False,1485,370,1649,832
17,20,0.6191,False,1403,469,1465,644
17,13,0.4279,False,737,499,810,699
17,32,0.5108,False,1103,468,1157,700
18,1,0.9568,True,122,375,286,827
18,2,0.8255,True,283,378,439,822
18,3,0.6453,False,1658,296,1891,930
18,5,0.7728,True,459,361,621,813
18,7,0.5804,False,812,251,1049,1008
18,8,0.5424,False,648,433,751,759
18,9,0.4625,False,1345,433,1411,647
18,10,0.6037,False,1477,368,1643,829
18,20,0.6236,False,1402,468,1465,645
18,13,0.4372,False,737,492,813,701
18,32,0.5222,False,1103,472,1156,700
19,1,0.9423,True,122,379,285,824
19,2,0.8253,True,281,383,437,823
19,3,0.6391,False,1652,290,1892,932
19,5,0.7578,True,456,361,618,813
19,7,0.5925,False,811,249,1046,1002
19,8,0.5413,False,651,433,755,759
19,9,0.4626,False,1345,433,1411,647
19,10,0.5887,False,1466,372,1630,828
19,20,0.6036,False,1402,468,1464,644
19,13,0.4174,False,738,486,815,701
19,32,0.4805,False,1103,474,1155,700
20,1,0.9432,True,122,383,283,822
20,2,0.818,True,281,387,436,824
20,3,0.6467,False,1639,290,1884,931
20,5,0.7368,True,452,361,615,812
20,7,0.5891,False,813,247,1048,1002
20,8,0.5378,False,652,435,757,759
20,9,0.4637,False,1345,433,1412,647
20,10,0.5744,False,1452,375,1617,831
20,20,0.6106,False,1402,475,1462,643
20,13,0.4151,False,740,485,818,702
20,32,0.4993,False,1101,471,1155,700
21,1,0.9404,True,123,385,283,823
21,2,0.8254,True,281,389,435,822
21,3,0.6377,False,1624,288,1869,927
21,5,0.7233,True,445,362,608,814
21,7,0.5975,False,814,250,1049,1003
21,8,0.5223,False,655,437,761,759
21,9,0.4632,False,1345,434,1412,647
21,10,0.5799,False,1439,377,1605,832
21,20,0.5886,False,1401,473,1460,639
21,13,0.4103,False,742,485,820,702
21,32,0.4596,False,1100,474,1154,700
21,35,0.6052,False,551,415,628,777
22,1,0.9454,True,123,388,282,824
22,2,0.8362,True,281,391,434,821
22,3,0.6458,False,1614,288,1860,924
22,5,0.7505,True,436,363,598,816
22,7,0.5856,False,818,254,1053,1003
22,8,0.5031,False,661,437,768,758
22,9,0.4603,False,1343,431,1410,647
22,10,0.5757,False,1429,381,1595,833
22,20,0.6031,False,1398,473,1457,640
22,13,0.412,False,743,484,820,702
22,32,0.4997,False,1099,471,1153,700
22,35,0.6178,False,551,414,629,775
23,1,0.9481,True,122,390,281,824
23,2,0.8331,True,282,394,434,820
23,3,0.6413,False,1608,287,1857,923
23,5,0.7665,True,436,365,596,815
23,7,0.5674,False,808,265,1038,1005
23,8,0.5043,False,666,438,775,759
23,9,0.4677,False,1342,430,1409,648
23,10,0.5618,False,1417,382,1585,834
23,20,0.6071,False,1401,479,1450,616
23,13,0.4115,False,745,488,820,702
23,32,0.464,False,1098,475,1153,701
23,35,0.6493,False,551,414,628,775
24,1,0.9338,True,121,390,280,823
24,2,0.8099,True,281,395,433,820
24,3,0.6485,False,1600,287,1850,922
24,5,0.7587,True,429,370,586,817
24,7,0.5758,False,807,274,1031,1003
24,8,0.5033,False,668,441,778,760
24,9,0.4532,False,1341,430,1407,648
24,10,0.5575,False,1407,385,1577,833
24,20,0.6371,False,1401,471,1446,598
24,13,0.4191,False,747,488,821,703
24,32,0.4919,False,1099,481,1153,701
24,35,0.6431,False,553,412,632,773
25,1,0.9258,True,121,392,277,817
25,2,0.8151,True,279,394,430,817
25,3,0.6397,False,1593,287,1845,925
25,5,0.7555,True,424,373,579,815
25,7,0.5792,False,807,281,1028,1005
25,8,0.5183,False,669,444,780,763
25,9,0.4575,False,1340,430,1406,648
25,10,0.5567,False,1401,388,1572,829
25,13,0.4189,False,747,486,822,702
25,32,0.5103,False,1097,481,1152,701
25,35,0.6287,False,556,410,636,773
25,40,0.6477,False,1857,357,1917,830
26,1,0.9067,True,119,390,275,817
26,2,0.8233,True,277,394,427,812
26,3,0.639,False,1587,287,1841,925
26,5,0.7323,True,422,375,574,811
26,7,0.581,False,806,288,1024,1004
26,8,0.5236,False,671,442,784,766
26,9,0.4566,False,1340,430,1405,648
26,10,0.5652,False,1395,390,1568,827
26,13,0.4113,False,747,484,821,703
26,32,0.5181,False,1095,481,1151,701
26,35,0.6257,False,557,409,638,773
26,40,0.6315,False,1848,351,1912,855
27,1,0.9174,True,116,391,272,818
27,2,0.8091,True,275,394,424,811
27,3,0.6499,False,1581,286,1836,925
27,5,0.7282,True,420,376,571,813
27,7,0.5613,False,810,293,1024,1001
27,8,0.5328,False,673,442,790,768
27,9,0.4582,False,1340,429,1405,649
27,10,0.5645,False,1389,389,1566,828
27,13,0.4565,False,744,472,821,707
27,32,0.5403,False,1096,485,1152,701
27,35,0.6339,False,556,408,640,776
27,40,0.6428,False,1835,348,1901,863
27,41,0.6001,False,1777,390,1847,815
28,1,0.9112,True,117,391,272,816
28,2,0.8222,True,272,393,420,809
28,3,0.6285,False,1575,290,1831,928
28,5,0.7441,True,419,377,568,813
28,7,0.5487,False,819,296,1031,995
28,8,0.5421,False,676,439,796,769
28,9,0.4588,False,1340,429,1404,649
28,10,0.5928,False,1385,390,1564,830
28,13,0.4559,False,741,457,822,709
28,32,0.5409,False,1096,486,1153,701
28,35,0.6038,False,559,408,644,776
28,40,0.5967,False,1815,348,1885,869
28,41,0.6126,False,1773,411,1839,809
29,1,0.905,True,117,391,268,809
29,2,0.8105,True,270,392,417,807
29,3,0.6396,False,1572,290,1828,926
29,5,0.7365,True,419,379,567,813
29,7,0.5468,False,832,300,1042,986
29,8,0.545,False,678,439,800,769
29,9,0.4592,False,1340,429,1404,649
29,10,0.6061,False,1377,389,1556,826
29,13,0.4455,False,746,462,824,711
29,32,0.5315,False,1094,485,1152,701
29,35,0.6033,False,561,408,647,774
29,40,0.6126,False,1821,355,1891,863
29,41,0.6161,False,1766,407,1834,812
29,24,0.6178,False,1783,367,1895,856
30,1,0.9017,True,116,390,266,806
30,2,0.8201,True,269,391,415,805
30,3,0.629,False,1564,292,1818,926
30,5,0.7282,True,420,380,568,812
30,7,0.5479,False,837,299,1048,981
30,8,0.5227,False,680,437,803,766
30,9,0.4574,False,1339,430,1403,650
30,10,0.5971,False,1373,388,1550,821
30,13,0.4348,False,750,466,825,709
30,32,0.5245,False,1093,485,1152,701
30,35,0.5969,False,566,408,653,772
30,41,0.621,False,1761,413,1823,784
30,24,0.6141,False,1776,365,1897,859
31,1,0.8941,True,115,389,266,806
31,2,0.8262,True,267,392,413,804
31,3,0.6295,False,1561,294,1814,923
31,5,0.7221,True,418,381,566,811
31,7,0.5636,False,837,298,1048,975
31,8,0.5458,False,681,435,806,765
31,9,0.4667,False,1339,431,1402,650
31,10,0.6077,False,1371,387,1544,815
31,32,0.5263,False,1093,486,1153,701
31,35,0.6118,False,569,408,659,774
31,41,0.6514,False,1756,421,1815,766
31,24,0.6028,False,1771,362,1899,859
32,1,0.9072,True,115,388,266,806
32,2,0.806,True,265,392,410,805
32,3,0.6437,False,1559,293,1811,922
32,5,0.6976,False,415,381,562,810
32,7,0.5581,False,843,296,1054,963
32,8,0.5377,False,684,432,811,764
32,9,0.4612,False,1340,430,1402,648
32,10,0.6153,False,1371,387,1541,811
32,32,0.5306,False,1092,485,1153,701
32,35,0.6142,False,569,409,662,775
32,24,0.618,False,1773,357,1906,861
33,1,0.9212,True,114,388,266,806
33,2,0.8057,True,264,393,409,805
33,3,0.6395,False,1551,294,1800,919
33,5,0.7033,True,413,381,559,805
33,7,0.592,False,838,295,1047,952
33,8,0.553,False,686,431,815,764
33,9,0.4621,False,1340,431,1401,649
33,10,0.5898,False,1372,389,1539,810
33,32,0.5174,False,1094,486,1154,701
33,35,0.6108,False,570,409,665,775
33,24,0.6123,False,1773,357,1909,863
34,1,0.9322,True,113,389,265,806
34,2,0.8046,True,263,395,407,803
34,3,0.6311,False,1547,294,1794,916
34,5,0.6952,False,414,381,559,801
34,7,0.5969,False,845,295,1054,944
34,8,0.5684,False,687,435,816,765
34,9,0.4645,False,1340,428,1402,651
34,10,0.5768,False,1372,390,1536,812
34,32,0.5229,False,1094,488,1155,701
34,35,0.6243,False,571,410,668,776
34,24,0.6125,False,1769,355,1909,864
35,1,0.9378,True,114,390,264,805
35,2,0.8192,True,263,397,406,802
35,3,0.6583,False,1547,301,1790,916
35,5,0.687,False,413,380,558,800
35,7,0.5997,False,842,295,1050,939
35,8,0.5749,False,687,435,818,767
35,9,0.4625,False,1340,428,1401,650
35,10,0.5936,False,1369,389,1530,810
35,32,0.5278,False,1094,488,1155,701
35,35,0.6173,False,570,410,669,777
35,24,0.6005,False,1764,354,1908,866
36,1,0.9308,True,113,392,262,805
36,2,0.8105,True,263,400,405,801
36,3,0.6567,False,1548,305,1787,915
36,5,0.6745,False,412,380,556,800
36,7,0.6056,False,842,294,1050,936
36,8,0.5665,False,687,435,820,768
36,9,0.4585,False,1340,427,1400,650
36,10,0.6026,False,1364,389,1522,808
36,32,0.533,False,1094,488,1155,701
36,35,0.6093,False,570,409,671,777
36,24,0.6002,False,1756,351,1903,865
37,1,0.9298,True,113,392,261,805
37,2,0.8012,True,262,401,404,801
37,3,0.655,False,1546,305,1784,913
37,5,0.6739,False,409,378,553,800
37,7,0.613,False,843,294,1050,934
37,8,0.5672,False,688,434,822,769
37,9,0.4624,False,1339,427,1398,648
37,10,0.5999,False,1350,393,1506,807
37,32,0.5471,False,1093,488,1155,701
37,35,0.605,False,567,408,671,779
37,24,0.5956,False,1745,350,1893,863
38,1,0.9283,True,114,394,260,804
38,2,0.7819,True,262,402,404,801
38,3,0.6361,False,1547,305,1783,910
38,5,0.6637,False,407,378,551,799
38,7,0.6123,False,840,298,1043,932
38,8,0.541,False,688,434,823,770
38,9,0.4669,False,1338,428,1396,648
38,10,0.58,False,1337,399,1492,807
38,32,0.5408,False,1092,486,1155,701
38,35,0.6086,False,566,406,672,781
38,24,0.6201,False,1735,350,1881,856
38,45,0.5885,False,1870,337,1915,893
39,1,0.9396,True,114,397,259,804
39,2,0.7985,True,259,404,400,801
39,3,0.647,False,1546,305,1779,907
39,5,0.6895,False,404,376,547,798
39,7,0.5886,False,846,303,1049,934
39,8,0.5204,False,690,434,826,770
39,10,0.583,False,1324,401,1480,808
39,32,0.5438,False,1092,486,1155,701
39,35,0.6114,False,567,403,677,781
39,24,0.6257,False,1722,351,1870,861
39,45,0.5731,False,1862,277,1909,859
40,1,0.9382,True,115,399,258,804
40,2,0.8169,True,255,406,395,800
40,3,0.6596,False,1548,305,1778,902
40,5,0.6875,False,400,376,544,799
40,7,0.5741,False,844,307,1044,933
40,8,0.5196,False,693,433,829,771
40,10,0.5865,False,1316,400,1475,809
40,32,0.5688,False,1094,488,1156,701
40,35,0.6038,False,569,401,682,784
40,24,0.6293,False,1712,350,1861,872
40,45,0.5302,False,1849,256,1901,879
40,4,0.511,False,1465,431,1536,640
41,1,0.9348,True,116,401,258,804
41,2,0.8155,True,251,407,391,799
41,3,0.6456,False,1555,308,1784,896
41,5,0.6824,False,398,379,542,799
41,7,0.5685,False,845,315,1041,932
41,8,0.5243,False,694,432,831,773
41,10,0.5693,False,1311,399,1472,810
41,32,0.5441,False,1098,488,1160,699
41,35,0.6061,False,572,400,687,785
41,24,0.6277,False,1702,345,1852,874
41,45,0.5503,False,1837,243,1890,854
41,4,0.5145,False,1462,431,1535,636
42,1,0.9335,True,117,402,257,803
42,2,0.8021,True,248,406,388,798
42,3,0.6866,False,1564,310,1795,893
42,5,0.6863,False,395,381,539,799
42,7,0.5685,False,847,320,1039,929
42,8,0.527,False,696,431,833,773
42,10,0.5489,False,1309,409,1468,811
42,32,0.5352,False,1095,484,1157,700
42,35,0.6188,False,572,396,690,786
42,24,0.631,False,1695,350,1845,869
42,45,0.5787,False,1826,248,1882,853
42,4,0.5249,False,1462,431,1534,633
43,1,0.9121,True,118,403,257,802
43,2,0.8129,True,244,404,385,800
43,3,0.686,False,1562,308,1797,892
43,5,0.6728,False,392,384,534,798
43,7,0.5817,False,851,324,1041,926
43,8,0.5408,False,698,428,836,774
43,10,0.5823,False,1306,406,1468,808
43,32,0.5395,False,1095,484,1157,700
43,35,0.6161,False,574,395,692,785
43,45,0.585,False,1811,242,1878,906
43,4,0.5338,False,1460,430,1534,632
44,1,0.9208,True,118,403,256,801
44,2,0.7994,True,240,403,382,799
44,3,0.6736,False,1559,309,1794,890
44,5,0.6887,False,391,387,532,798
44,7,0.5611,False,859,327,1050,925
44,8,0.5509,False,699,430,836,775
44,10,0.602,False,1305,406,1467,807
44,32,0.5086,False,1094,478,1158,700
44,35,0.619,False,577,395,696,784
44,45,0.5984,False,1799,244,1872,919
44,4,0.5113,False,1458,434,1535,634
45,1,0.921,True,119,403,256,800
45,2,0.8176,True,237,402,379,800
45,3,0.671,False,1559,312,1795,888
45,5,0.6778,False,392,391,531,797
45,7,0.5583,False,859,327,1050,922
45,8,0.5451,False,699,428,837,776
45,10,0.5933,False,1303,406,1466,806
45,32,0.5105,False,1098,477,1163,701
45,35,0.6164,False,578,395,699,785
45,45,0.6112,False,1785,252,1866,924
45,4,0.5027,False,1458,436,1536,635
45,49,0.5533,False,499,450,578,721
46,1,0.9117,True,120,402,255,798
46,2,0.7933,True,234,399,376,799
46,3,0.6499,False,1551,317,1785,885
46,5,0.6673,False,391,394,528,796
46,7,0.5485,False,865,328,1056,918
46,8,0.5308,False,701,425,839,776
46,10,0.5795,False,1303,411,1464,805
46,32,0.5076,False,1095,474,1160,702
46,35,0.6209,False,578,395,700,793
46,45,0.6014,False,1773,254,1862,924
46,4,0.5027,False,1456,437,1536,635
46,49,0.5509,False,499,450,579,723
47,1,0.9264,True,120,402,254,795
47,2,0.7951,True,231,397,373,798
47,3,0.6419,False,1548,325,1779,884
47,5,0.6619,False,389,395,525,795
47,7,0.5428,False,863,328,1053,911
47,8,0.5313,False,701,422,839,776
47,10,0.5804,False,1300,410,1462,804
47,35,0.6233,False,578,396,701,796
47,45,0.5958,False,1761,257,1860,935
47,4,0.5043,False,1457,437,1539,635
47,49,0.5748,False,499,451,580,729
48,1,0.9288,True,118,401,252,794
48,2,0.7967,True,230,396,371,798
48,3,0.6676,False,1539,329,1769,884
48,5,0.6744,False,386,394,521,796
48,7,0.5492,False,864,327,1052,901
48,8,0.5326,False,702,420,839,776
48,10,0.5869,False,1296,406,1458,802
48,35,0.6257,False,579,396,703,796
48,45,0.5898,False,1751,259,1860,939
48,4,0.5006,False,1457,437,1539,634
48,49,0.5704,False,502,453,582,728
49,1,0.9315,True,116,400,250,793
49,2,0.8041,True,229,398,369,795
49,3,0.6654,False,1534,332,1762,884
49,5,0.6807,False,382,393,518,796
49,7,0.5593,False,868,324,1056,893
49,8,0.5383,False,705,421,842,776
49,10,0.5709,False,1290,402,1450,799
49,35,0.6335,False,582,396,705,797
49,45,0.5614,False,1742,261,1862,946
49,4,0.4992,False,1457,437,1539,634
49,49,0.5497,False,506,459,584,728
50,1,0.9309,True,115,400,249,792
50,2,0.8064,True,229,399,368,793
50,3,0.6824,False,1529,333,1754,880
50,5,0.6887,False,381,394,514,794
50,7,0.5543,False,874,324,1061,888
50,8,0.5347,False,708,421,844,777
50,10,0.5619,False,1283,402,1440,797
50,35,0.629,False,584,397,708,797
50,45,0.5665,False,1735,265,1863,944
50,4,0.5034,False,1457,437,1541,633
50,49,0.5425,False,505,453,585,728
50,32,0.5541,False,1078,446,1153,702
51,1,0.9297,True,116,401,249,792
51,2,0.8048,True,229,399,368,792
51,3,0.6927,False,1526,334,1748,876
51,5,0.7116,True,380,394,511,790
51,7,0.5599,False,875,326,1063,885
51,8,0.5399,False,711,421,845,777
51,10,0.5771,False,1273,401,1429,797
51,35,0.624,False,586,396,710,792
51,45,0.5281,False,1726,267,1863,940
51,4,0.5008,False,1456,437,1539,632
51,49,0.5531,False,504,450,586,730
51,32,0.6255,False,1068,437,1147,701
52,1,0.9412,True,116,401,250,790
52,2,0.7767,True,229,402,366,791
52,3,0.6789,False,1523,334,1742,875
52,5,0.6984,False,379,393,510,788
52,7,0.5701,False,877,327,1065,883
52,8,0.5382,False,713,421,847,780
52,10,0.5927,False,1266,401,1421,795
52,35,0.6316,False,588,397,712,792
52,45,0.5045,False,1720,269,1865,933
52,4,0.4971,False,1455,437,1538,632
52,49,0.5516,False,506,449,588,731
52,32,0.6305,False,1066,435,1148,702
53,1,0.9402,True,118,402,250,788
53,2,0.7777,True,228,403,365,790
53,3,0.6641,False,1518,333,1737,878
53,5,0.6857,False,378,392,508,786
53,7,0.5497,False,876,332,1062,883
53,8,0.536,False,715,421,848,782
53,10,0.5918,False,1259,404,1413,795
53,35,0.6219,False,589,400,714,794
53,45,0.4846,False,1712,270,1862,918
53,4,0.4966,False,1454,437,1537,632
53,49,0.5353,False,508,450,590,732
53,32,0.6051,False,1068,434,1151,702
54,1,0.9328,True,118,403,250,788
54,2,0.7996,True,229,405,364,789
54,3,0.6505,False,1515,333,1730,876
54,5,0.6767,False,377,392,506,784
54,7,0.54,False,876,334,1060,881
54,8,0.5378,False,715,422,848,783
54,10,0.5974,False,1253,407,1406,795
54,35,0.619,False,589,401,715,795
54,45,0.4791,False,1706,271,1862,909
54,4,0.5046,False,1452,437,1536,638
54,49,0.5219,False,510,451,591,730
54,32,0.5723,False,1073,433,1155,702
55,1,0.9239,True,118,404,250,786
55,2,0.7999,True,230,408,364,789
55,3,0.6519,False,1513,331,1725,874
55,5,0.6847,False,376,391,505,781
55,7,0.5612,False,882,343,1062,881
55,8,0.5425,False,715,422,849,786
55,10,0.5865,False,1246,408,1400,795
55,35,0.6312,False,590,399,717,797
55,45,0.4885,False,1690,274,1849,900
55,4,0.4903,False,1442,434,1544,684
55,49,0.5567,False,514,446,598,730
55,32,0.5326,False,1074,431,1157,702
56,1,0.9143,True,118,407,248,785
56,2,0.7631,True,232,411,366,790
56,3,0.649,False,1512,336,1717,867
56,5,0.6759,False,376,392,504,779
56,7,0.5513,False,889,351,1065,881
56,8,0.5379,False,715,422,850,787
56,10,0.5847,False,1241,410,1395,795
56,35,0.6196,False,591,398,720,799
56,45,0.4918,False,1679,275,1843,901
56,4,0.4863,False,1448,435,1539,660
56,49,0.5567,False,515,442,602,729
56,32,0.6215,False,1070,429,1155,702
56,59,0.4804,False,1736,291,1913,908
57,1,0.9053,True,117,409,247,786
57,2,0.761,True,233,413,366,790
57,3,0.643,False,1505,336,1709,868
57,5,0.6855,False,375,392,504,778
57,7,0.5427,False,898,356,1069,880
57,8,0.5369,False,716,422,851,791
57,10,0.5869,False,1236,413,1390,795
57,35,0.6091,False,592,395,721,799
57,45,0.5128,False,1670,277,1836,896
57,4,0.5568,False,1439,432,1548,710
57,49,0.5436,False,513,440,601,729
57,32,0.5673,False,1061,426,1156,729
57,59,0.4983,False,1731,288,1920,1022
58,1,0.9143,True,117,411,247,787
58,2,0.7584,True,235,414,366,788
58,3,0.6535,False,1497,335,1698,866
58,5,0.7023,True,375,392,505,777
58,7,0.5206,False,902,356,1071,879
58,8,0.5335,False,718,422,852,792
58,10,0.5737,False,1231,419,1384,794
58,35,0.6067,False,594,393,724,798
58,45,0.4833,False,1656,276,1823,883
58,4,0.5714,False,1436,432,1550,735
58,49,0.5542,False,514,437,603,729
58,32,0.5688,False,1068,432,1160,725
58,59,0.541,False,1721,217,1920,1067
58,63,0.55,False,861,438,934,714
58,64,0.5035,False,1452,436,1531,656
